longitude,latitude,fault
-116.2463,33.7882,1
-116.4697,33.9223,1
-116.4753,33.9235,1
-114.1180,31.3560,1
-114.2070,31.4580,1
-114.3320,31.6020,1
-114.5198,31.7839,1
-114.5621,31.8205,1
-114.7650,31.9950,1
-115.0792,32.2362,1
-115.1383,32.3964,1
-115.1650,32.4690,1
-115.2403,32.5523,1
-115.3812,32.7083,1
-115.5221,32.8643,1
-115.5642,32.9109,1
-132.7140,53.1270,1
-133.0930,53.5220,1
-133.4260,53.9240,1
-130.8500,51.6120,2
-131.0740,51.1850,2
-130.7530,50.9080,2
-130.2540,50.4650,2
-130.3290,50.2980,2
-130.3290,50.2980,2
-130.1620,50.2170,2
-130.1620,50.2170,2
-130.3000,50.0550,2
-130.1620,49.9830,2
-130.5010,49.4790,2
-130.5010,49.4790,2
-129.7050,49.1770,2
-128.9190,48.8690,2
-128.9190,48.8690,2
-129.1470,48.4760,2
-128.9400,48.3240,2
-129.1900,47.8350,2
-129.1900,47.8350,2
-128.9380,47.7270,2
-128.9380,47.7270,2
-129.2590,47.0650,2
-129.5720,46.4020,2
-129.5720,46.4020,2
-129.8030,46.4330,2
-129.8030,46.4330,2
-129.9170,46.2290,2
-130.0510,46.1960,2
-130.0730,45.9430,2
-130.0730,45.9430,2
-129.8690,45.8960,2
-129.8690,45.8960,2
-129.9360,45.7360,2
-130.1870,45.4140,2
-130.0690,45.2850,2
-130.3670,44.9300,2
-130.4800,44.5890,2
-130.4800,44.5890,2
-129.4980,44.2080,2
-128.5280,43.8180,2
-127.5710,43.4190,2
-126.6270,43.0140,2
-126.6270,43.0140,2
-127.0390,42.3570,2
-127.2410,41.6920,2
-127.4010,41.6400,2
-127.4460,41.5550,2
-127.4460,41.5550,2
-127.5600,41.5890,2
-127.5600,41.5890,2
-127.6390,41.0810,2
-127.7170,40.5730,2
-127.7170,40.5730,2
-127.5790,40.5390,2
-127.5790,40.5390,2
-127.5790,40.4500,2
-124.7844,40.3753,2
-125.3541,40.3991,2
-125.8410,40.4151,2
-126.3162,40.4125,2
-126.3812,40.4122,2
-127.5790,40.4500,2
-124.7844,40.3753,3
-124.9530,40.6330,3
-124.9330,40.8840,3
-125.0890,41.1350,3
-125.1820,41.3800,3
-125.3090,41.6520,3
-125.2810,41.8180,3
-125.3130,41.9860,3
-125.3310,42.1420,3
-125.2900,42.2850,3
-125.2090,42.3590,3
-125.1980,42.4920,3
-125.2680,42.5610,3
-125.2890,42.8620,3
-125.2890,43.0510,3
-125.3430,43.1430,3
-125.3940,43.2670,3
-125.4740,43.4260,3
-125.4800,43.7370,3
-125.4500,43.9250,3
-125.4290,44.0020,3
-125.3620,44.0660,3
-125.3720,44.3230,3
-125.3720,44.5230,3
-125.3760,44.6670,3
-125.4340,44.7250,3
-125.4370,44.8810,3
-125.4350,45.1040,3
-125.5170,45.4740,3
-125.6550,45.9460,3
-125.7730,46.2950,3
-125.8760,46.6430,3
-125.9980,46.9700,3
-126.0850,47.3500,3
-126.3700,47.7480,3
-126.4860,47.9960,3
-126.7330,48.2910,3
-127.0180,48.5650,3
-127.3780,48.7500,3
-127.6080,48.8770,3
-127.8180,49.0800,3
-127.8520,49.4910,3
-128.0290,49.7810,3
-128.2830,49.8850,3
-128.4140,50.0860,3
-128.7190,50.3100,3
-129.0100,50.4790,3
-129.4600,50.6470,3
-129.7380,50.8360,3
-129.9820,51.1010,3
-130.2120,51.2780,3
-130.5480,51.3980,3
-130.8500,51.6120,3
-28.8950,39.4120,4
-28.9510,39.3790,4
-28.9820,39.3660,4
-29.0490,39.3380,4
-29.0900,39.3230,4
-29.1470,39.2940,4
-29.1880,39.2790,4
-29.2600,39.2500,4
-29.2600,39.2500,4
-29.2970,39.2550,4
-29.3350,39.3150,4
-29.7700,39.4000,4
-28.4840,39.1560,4
-28.5660,39.1300,4
-28.6190,39.1210,4
-28.6190,39.1210,4
-28.6660,39.1790,4
-28.6860,39.2140,4
-28.7450,39.2630,4
-28.7810,39.2990,4
-28.8530,39.3730,4
-28.8950,39.4120,4
-27.9550,39.0040,4
-28.0590,38.9830,4
-28.1200,38.9680,4
-28.2150,38.9520,4
-28.2920,38.9390,4
-28.2920,38.9390,4
-28.3420,38.9930,4
-28.3650,39.0200,4
-28.3960,39.0580,4
-28.4200,39.0930,4
-28.4520,39.1340,4
-28.4840,39.1560,4
-26.7180,38.4200,4
-26.8300,38.2780,4
-26.8300,38.2780,4
-26.9010,38.3600,4
-26.9410,38.4000,4
-27.0070,38.4640,4
-27.0290,38.4910,4
-27.0900,38.5710,4
-27.1290,38.6070,4
-27.1740,38.6660,4
-27.2030,38.7000,4
-27.2390,38.7800,4
-27.4840,38.7820,4
-27.5590,38.8360,4
-27.6060,38.8630,4
-27.6800,38.9140,4
-27.7220,38.9420,4
-27.7930,39.0000,4
-27.9550,39.0040,4
-25.8080,37.8780,4
-25.9160,37.8390,4
-25.9160,37.8390,4
-26.0430,37.9360,4
-26.0750,37.9650,4
-26.1710,38.0360,4
-26.3020,38.0470,4
-26.3790,38.1160,4
-26.4170,38.1490,4
-26.4940,38.2220,4
-26.5320,38.2550,4
-26.6140,38.3240,4
-26.6470,38.3580,4
-26.7180,38.4200,4
-25.5380,37.8180,4
-25.6330,37.7220,4
-25.6330,37.7220,4
-25.6980,37.7900,4
-25.7340,37.8160,4
-25.8080,37.8780,4
-25.2670,37.7690,4
-25.3550,37.6630,4
-25.3550,37.6630,4
-25.4270,37.7180,4
-25.4640,37.7520,4
-25.5380,37.8180,4
-25.1010,37.6460,4
-25.2670,37.7690,4
-24.9830,37.6440,4
-25.1010,37.6460,4
-15.3870,37.2120,4
-15.8420,37.2970,4
-16.7420,37.4350,4
-17.5840,37.5030,4
-18.1240,37.4660,4
-18.1240,37.4660,4
-18.6180,37.3070,4
-19.6820,37.0250,4
-13.6750,37.3950,4
-14.4110,37.2100,4
-15.1430,37.0210,4
-15.1430,37.0210,4
-15.3870,37.2120,4
-24.1460,36.7890,4
-24.2550,36.7810,4
-24.2550,36.7810,4
-24.3110,36.7920,4
-24.3850,36.8630,4
-24.4340,36.9100,4
-24.5000,36.9710,4
-24.5540,37.0170,4
-24.6350,37.0950,4
-24.6810,37.1270,4
-24.7500,37.2170,4
-24.7380,37.2730,4
-24.7020,37.3520,4
-24.6670,37.4110,4
-24.7330,37.4670,4
-24.7750,37.5000,4
-24.8160,37.5330,4
-24.8450,37.5520,4
-24.8920,37.5840,4
-24.9310,37.6090,4
-24.9830,37.6440,4
-19.6820,37.0250,4
-20.2400,36.9540,4
-20.7970,36.8810,4
-21.5070,36.8200,4
-22.2160,36.7540,4
-22.8930,36.7020,4
-23.5700,36.6460,4
-23.5700,36.6460,4
-24.0460,36.7550,4
-24.1460,36.7890,4
-6.9004,36.3883,4
-7.1189,36.3617,4
-7.3593,36.2999,4
-7.7635,36.1317,4
-8.0039,36.0341,4
-8.2333,35.9009,4
-8.4846,35.8386,4
-8.8803,36.0986,4
-9.0223,36.1695,4
-9.5450,36.4300,4
-9.9770,36.6510,4
-9.9770,36.6510,4
-10.4290,36.3920,4
-10.9230,36.0980,4
-11.5850,35.8510,4
-11.5850,35.8510,4
-12.1420,36.3280,4
-12.9030,36.8640,4
-13.6750,37.3950,4
32.7896,34.3293,4
32.1720,34.4870,4
31.7400,34.6340,4
31.2560,34.8260,4
30.7930,34.9910,4
30.2210,35.1540,4
29.7310,35.4270,4
26.1684,33.9960,4
25.0619,33.7526,4
23.8075,33.7992,4
22.8280,34.0216,4
21.5063,34.3023,4
20.1847,34.8169,4
19.3543,35.6708,4
19.0970,36.6766,4
18.9215,37.4485,4
30.5975,35.0467,4
30.2210,35.1540,4
29.7310,35.4270,4
15.0850,37.4763,4
15.0624,37.4763,4
15.0171,37.4731,4
14.9621,37.4682,4
14.9072,37.4618,4
14.8555,37.4618,4
14.8134,37.4537,4
14.7617,37.4375,4
14.7229,37.4214,4
14.6631,37.4036,4
14.6195,37.3842,4
14.5661,37.3518,4
14.5160,37.3211,4
14.4901,37.2840,4
14.4691,37.2581,4
14.4158,37.2048,4
14.3527,37.1757,4
14.2832,37.1498,4
14.2331,37.1142,4
14.1891,37.0708,4
14.1404,37.0464,4
14.0537,37.0193,4
13.9562,37.0030,4
13.8517,36.9789,4
13.6795,37.0017,4
13.5040,37.0569,4
13.3577,37.1187,4
13.2504,37.1934,4
13.1724,37.2844,4
13.1138,37.3877,4
13.0289,37.4960,4
13.0171,37.5151,4
12.9989,37.5379,4
12.9859,37.5568,4
12.9561,37.5808,4
12.9172,37.5891,4
12.8874,37.5924,4
12.8618,37.5957,4
12.8270,37.5991,4
12.7981,37.5999,4
12.7724,37.6015,4
12.7352,37.5957,4
12.7095,37.5875,4
12.6798,37.5651,4
12.6380,37.5025,4
12.5940,37.4492,4
35.7569,36.2553,4
35.7481,36.0983,4
35.7255,35.7930,4
35.6068,35.4877,4
35.4654,35.0806,4
35.3071,34.8544,4
35.1884,34.7131,4
34.9452,34.5943,4
34.5438,34.4812,4
34.3289,34.4134,4
33.9671,34.3399,4
33.5204,34.2664,4
33.1529,34.2777,4
32.7894,34.3294,4
29.7310,35.4270,4
29.3450,35.4250,4
29.0700,35.3780,4
28.7790,35.3120,4
28.4780,35.1270,4
28.0500,34.8700,4
27.6840,34.7060,4
27.2023,34.4661,4
26.2315,34.0099,4
26.1684,33.9960,4
36.7893,37.3976,4
36.5058,37.1726,4
36.3023,36.9352,4
36.1157,36.6694,4
35.8725,36.4659,4
35.7594,36.3019,4
35.7569,36.2553,4
41.0260,38.8490,5
41.0010,39.0800,5
44.0200,37.0980,5
43.6470,37.4070,5
43.1760,37.6850,5
42.7970,37.9910,5
42.2890,38.2130,5
41.8390,38.3550,5
41.2360,38.6160,5
41.0260,38.8490,5
44.3570,36.5720,5
44.0200,37.0980,5
56.9920,26.5450,5
57.0570,26.0490,5
57.0570,26.0490,5
57.1210,25.5520,5
57.3450,24.7880,5
57.8320,24.4430,5
65.0280,24.3820,5
64.1610,24.3500,5
63.3660,24.2850,5
62.5810,24.2830,5
61.9550,24.0870,5
61.3650,24.1220,5
60.8700,24.1770,5
60.3740,24.2320,5
59.6030,24.3110,5
58.7160,24.3630,5
58.1171,24.4172,5
57.8320,24.4430,5
56.9920,26.5450,5
57.0819,27.2416,5
56.8678,27.8269,5
56.7860,28.1079,5
56.4328,28.1834,5
56.1320,28.3592,5
55.7981,28.3468,5
55.5383,28.4669,5
55.1544,28.8166,5
54.4722,29.1642,5
54.1317,29.7977,5
53.9959,30.1296,5
53.4553,30.4321,5
52.8204,30.7208,5
52.3933,31.0049,5
51.5244,31.6356,5
50.7650,32.1699,5
49.8008,33.0094,5
49.2012,33.3806,5
44.3570,36.5720,5
44.6183,36.1360,5
45.1466,35.7077,5
45.6605,35.4221,5
46.2030,35.2794,5
46.8598,34.8368,5
47.2595,34.6369,5
48.0590,34.3514,5
48.7300,33.7946,5
49.2012,33.3806,5
-29.7700,39.4000,6
-29.9090,39.3870,6
-30.1710,38.8880,6
-30.4300,38.3880,6
-30.4300,38.3880,6
-30.6050,38.4030,6
-30.6050,38.4030,6
-31.0710,37.6800,6
-31.0710,37.6800,6
-31.3710,37.7050,6
-31.3710,37.7050,6
-31.5160,37.2820,6
-31.5160,37.2820,6
-32.2830,37.3910,6
-32.2830,37.3910,6
-32.3950,37.1370,6
-32.3950,37.1370,6
-32.6460,37.1760,6
-32.6460,37.1760,6
-32.7080,37.0330,6
-32.7080,37.0330,6
-32.9430,37.0650,6
-32.9430,37.0650,6
-33.0050,36.9160,6
-33.0050,36.9160,6
-33.2250,36.9410,6
-33.2250,36.9410,6
-33.3130,36.6910,6
-33.3130,36.6910,6
-33.5950,36.7420,6
-33.5950,36.7420,6
-33.7720,36.1850,6
-33.7720,36.1850,6
-33.9820,36.2210,6
-33.9820,36.2210,6
-34.0570,36.0710,6
-34.0570,36.0710,6
-34.1420,36.0790,6
-34.1420,36.0790,6
-34.3350,35.6160,6
-34.3350,35.6160,6
-34.4590,35.6250,6
-34.4590,35.6250,6
-34.7460,35.0100,6
-34.7460,35.0100,6
-35.5580,35.1480,6
-36.3730,35.2800,6
-36.3730,35.2800,6
-36.6230,34.6930,6
-36.6230,34.6930,6
-36.7850,34.7120,6
-36.7850,34.7120,6
-36.8620,34.5540,6
-36.8620,34.5540,6
-37.0460,34.5670,6
-37.0460,34.5670,6
-37.2450,34.1240,6
-37.2450,34.1240,6
-37.3360,34.1360,6
-37.3360,34.1360,6
-37.5330,33.7050,6
-37.5330,33.7050,6
-37.6780,33.7360,6
-37.6780,33.7360,6
-37.7980,33.5010,6
-37.7980,33.5010,6
-38.5970,33.6370,6
-39.3990,33.7680,6
-39.3990,33.7680,6
-39.5860,33.0670,6
-39.5860,33.0670,6
-39.7000,33.0840,6
-39.7000,33.0840,6
-40.1290,32.4440,6
-40.5530,31.8020,6
-40.5530,31.8020,6
-40.7100,31.8170,6
-40.7100,31.8170,6
-41.1840,31.1940,6
-41.1840,31.1940,6
-41.4300,31.2370,6
-41.4300,31.2370,6
-41.7860,30.6060,6
-42.1360,29.9730,6
-42.1360,29.9730,6
-42.7290,30.0700,6
-42.7290,30.0700,6
-43.0370,29.4710,6
-43.0370,29.4710,6
-43.0880,29.4690,6
-43.0880,29.4690,6
-43.4830,28.8020,6
-43.4830,28.8020,6
-43.5630,28.8110,6
-43.5630,28.8110,6
-43.9420,28.1050,6
-43.9420,28.1050,6
-44.0220,28.1070,6
-44.0220,28.1070,6
-44.2030,27.6710,6
-44.3830,27.2360,6
-44.3830,27.2360,6
-44.5060,27.2540,6
-44.5060,27.2540,6
-44.6870,26.7670,6
-44.8670,26.2800,6
-44.8670,26.2800,6
-44.8160,26.2700,6
-44.8160,26.2700,6
-44.8990,26.0550,6
-44.8990,26.0550,6
-45.0920,26.0810,6
-45.0920,26.0810,6
-45.2960,25.6370,6
-45.4990,25.1920,6
-45.4990,25.1920,6
-45.7920,25.2540,6
-45.7920,25.2540,6
-46.1190,24.5900,6
-46.1190,24.5900,6
-46.1960,24.5970,6
-46.1960,24.5970,6
-46.4760,23.9170,6
-46.4760,23.9170,6
-45.6990,23.7840,6
-44.9240,23.6460,6
-44.9240,23.6460,6
-45.0240,22.9630,6
-45.0240,22.9630,6
-45.0660,22.9730,6
-45.0660,22.9730,6
-45.1570,22.3900,6
-45.2480,21.8060,6
-45.2480,21.8060,6
-45.3850,21.8220,6
-45.3850,21.8220,6
-45.5150,21.2470,6
-45.5150,21.2470,6
-45.4190,21.2220,6
-45.4190,21.2220,6
-45.5570,20.5960,6
-45.5570,20.5960,6
-45.7740,20.6180,6
-45.7740,20.6180,6
-45.9400,19.8020,6
-45.9400,19.8020,6
-46.0010,19.8230,6
-46.0010,19.8230,6
-46.0930,19.3770,6
-46.1840,18.9320,6
-46.1840,18.9320,6
-46.2240,18.9350,6
-46.2240,18.9350,6
-46.3180,18.4210,6
-46.3180,18.4210,6
-46.3910,18.4220,6
-46.3910,18.4220,6
-46.5200,17.5880,6
-46.5200,17.5880,6
-46.4070,17.5660,6
-46.4070,17.5660,6
-46.4980,17.0870,6
-46.5890,16.6070,6
-46.5890,16.6070,6
-46.5290,16.5870,6
-46.5290,16.5870,6
-46.6480,16.0190,6
-46.7660,15.4510,6
36.7900,37.3980,7
36.4660,36.7300,7
36.4660,36.7300,7
36.3890,36.2600,7
36.4130,36.0230,7
35.5710,32.7550,7
35.6480,33.2320,7
35.7260,33.7100,7
36.0240,34.0960,7
36.3250,34.4820,7
36.3960,35.2850,7
36.4310,35.7520,7
36.4130,36.0230,7
35.4700,32.0040,7
35.5710,32.7550,7
35.3090,31.3830,7
35.4700,32.0040,7
35.3090,31.3830,7
35.1420,30.7020,7
34.9520,30.0000,7
34.8006,29.3643,7
34.7110,28.8264,7
34.5467,28.3387,7
34.2570,27.8850,7
43.6722,12.0826,7
43.2540,12.6552,7
43.0449,13.1241,7
42.5072,13.6797,7
42.2981,14.0737,7
42.2683,14.5251,7
42.0984,15.0499,7
41.8283,15.5742,7
41.4862,16.0274,7
41.1261,16.6359,7
40.6760,17.1906,7
40.2078,17.9333,7
39.8117,18.5011,7
39.4156,19.0841,7
38.9294,19.5115,7
38.4793,19.9378,7
38.2092,20.3799,7
37.9750,21.0210,7
37.8671,21.5973,7
37.8131,22.1351,7
37.6510,22.5539,7
37.3810,22.9046,7
37.0420,23.2260,7
36.6968,23.6200,7
36.4070,24.1330,7
36.2420,24.6260,7
36.0660,25.0550,7
35.8890,25.4840,7
35.5460,25.9190,7
35.2000,26.3530,7
34.8750,26.8080,7
34.5470,27.2620,7
34.2570,27.8850,7
55.0470,14.7120,7
55.1080,14.8510,7
54.5490,14.8700,7
54.7310,14.8010,7
54.9580,14.7270,7
55.0470,14.7120,7
54.4510,14.6210,7
54.5110,14.7600,7
54.5490,14.8700,7
54.0690,14.7720,7
54.1490,14.7330,7
54.1930,14.7100,7
54.2490,14.6910,7
54.2870,14.6810,7
54.3320,14.6710,7
54.3870,14.6400,7
54.4510,14.6210,7
55.1080,14.8510,7
55.2780,14.7880,7
55.4800,14.7290,7
55.6310,14.6810,7
55.6680,14.7220,7
55.8220,14.6920,7
56.0570,14.6410,7
56.1790,14.6210,7
56.2080,14.6430,7
56.2650,14.6230,7
52.6670,14.5610,7
52.7370,14.6810,7
52.1390,14.6890,7
52.2990,14.6630,7
52.5470,14.5970,7
52.6670,14.5610,7
53.2110,14.5380,7
53.2200,14.5620,7
52.7370,14.6810,7
52.9070,14.6220,7
53.1220,14.5590,7
53.2110,14.5380,7
53.8620,14.3510,7
53.9290,14.4890,7
54.0180,14.6570,7
54.0690,14.7720,7
53.2200,14.5620,7
53.3580,14.5120,7
53.5790,14.4410,7
53.8180,14.3610,7
53.8620,14.3510,7
50.5730,13.2180,7
50.6610,13.3620,7
50.3100,13.3130,7
50.4290,13.2730,7
50.5730,13.2180,7
50.1670,13.1230,7
50.2520,13.2290,7
50.3100,13.3130,7
49.6800,13.3130,7
49.8490,13.2510,7
50.0610,13.1670,7
50.1670,13.1230,7
51.2530,13.1220,7
51.3430,13.2720,7
51.4490,13.4580,7
51.5700,13.6670,7
51.7630,14.0280,7
51.9400,14.3530,7
52.1390,14.6890,7
50.6610,13.3620,7
50.8420,13.2790,7
51.0790,13.1920,7
51.2530,13.1220,7
49.4720,13.0080,7
49.5930,13.1690,7
49.6800,13.3130,7
49.4300,13.0420,7
49.4720,13.0080,7
49.2780,12.8020,7
49.3490,12.8970,7
49.4300,13.0420,7
48.8820,12.9080,7
49.0700,12.8530,7
49.2780,12.8020,7
48.8030,12.7700,7
48.8820,12.9080,7
48.4480,12.7290,7
48.5670,12.6910,7
48.6990,12.6580,7
48.8030,12.7700,7
48.3490,12.5730,7
48.4480,12.7290,7
48.0480,12.6710,7
48.1420,12.6410,7
48.2680,12.6020,7
48.3490,12.5730,7
47.9010,12.4610,7
47.9910,12.5810,7
48.0480,12.6710,7
47.6490,12.5190,7
47.7880,12.4920,7
47.9010,12.4610,7
47.5390,12.3690,7
47.5880,12.4410,7
47.6490,12.5190,7
47.1610,12.4630,7
47.3190,12.4300,7
47.5390,12.3690,7
47.1300,12.3590,7
47.1610,12.4630,7
46.9920,12.4030,7
47.0490,12.3880,7
47.1300,12.3590,7
46.8490,12.2110,7
46.9300,12.3000,7
46.9920,12.4030,7
46.5790,12.2920,7
46.7170,12.2480,7
46.8490,12.2110,7
46.4290,12.0870,7
46.5110,12.2020,7
46.5790,12.2920,7
46.1980,12.1720,7
46.3110,12.1420,7
46.4290,12.0870,7
46.1100,12.0580,7
46.1500,12.1120,7
46.1980,12.1720,7
45.6370,12.1590,7
45.6500,12.1520,7
45.8510,12.1000,7
46.1100,12.0580,7
45.2810,11.9980,7
45.3280,12.0520,7
43.6500,12.0130,7
44.0490,12.0080,7
44.5130,12.0130,7
44.7800,12.0220,7
44.8820,12.0190,7
44.9130,12.0120,7
45.0970,11.9990,7
45.2810,11.9980,7
45.5220,11.9830,7
45.6020,12.0730,7
45.6370,12.1590,7
45.3280,12.0520,7
45.4280,12.0180,7
45.5220,11.9830,7
139.2340,35.0140,8
138.6740,35.0340,8
139.4290,34.8600,8
139.2340,35.0140,8
139.9230,34.7130,8
139.4290,34.8600,8
140.8700,34.5290,8
140.4400,34.6310,8
139.9230,34.7130,8
141.1040,34.4390,8
140.8700,34.5290,8
141.8830,34.2130,8
141.4410,34.3560,8
141.1040,34.4390,8
138.6740,35.0340,9
138.5080,34.5820,9
138.3830,34.0590,9
138.0660,33.7500,9
137.5460,33.4050,9
137.0300,33.0530,9
136.5240,32.8680,9
136.0250,32.6860,9
135.6120,32.5370,9
135.3560,32.4600,9
135.0260,32.3260,9
134.6910,32.2000,9
134.0420,31.8820,9
133.5000,31.5150,9
133.1970,31.2160,9
132.9650,30.9700,9
132.8240,30.7540,9
132.8240,30.7540,9
132.6300,30.4930,9
132.4380,30.2696,9
132.3401,30.0665,9
132.2306,29.8311,9
132.0599,29.6058,9
131.9527,29.2845,9
131.7967,29.0053,9
131.5914,28.8212,9
131.4235,28.6373,9
131.2441,28.4529,9
130.9078,28.2546,9
130.7054,28.0901,9
130.5230,27.7090,9
130.4105,27.3872,9
130.2150,27.0929,9
130.0074,26.8406,9
129.8360,26.6103,9
129.3600,26.1910,9
129.0245,25.7881,9
128.7304,25.4969,9
128.3024,25.2184,9
127.9070,24.9690,9
127.3847,24.5398,9
126.9010,24.1010,9
126.4260,23.7610,9
125.9540,23.4980,9
125.5500,23.3800,9
125.5500,23.3800,9
125.0128,23.2947,9
124.4843,23.2647,9
123.9728,23.2989,9
122.1241,23.1221,9
122.2724,23.1157,9
122.5510,23.1112,9
122.8166,23.1209,9
123.0755,23.1400,9
123.3845,23.1683,9
123.6456,23.2237,9
123.9111,23.2948,9
122.6118,15.7692,9
123.1112,15.7282,9
123.5296,15.6436,9
123.8701,15.5387,9
124.1359,15.3762,9
124.4266,15.1543,9
124.7018,14.9135,9
124.8651,14.7562,9
122.8761,16.9631,9
122.8895,16.6078,9
122.8844,16.4424,9
122.8258,16.2273,9
122.7439,16.0369,9
122.6027,15.8620,9
124.8910,14.7040,9
125.1500,14.1320,9
125.4940,13.3060,9
125.5427,13.1822,9
125.6860,12.8180,9
126.0166,12.2502,9
126.1466,11.6553,9
126.2752,11.0582,9
126.5635,10.4937,9
126.7114,10.0322,9
126.8240,9.4490,9
127.0530,8.7500,9
127.1432,8.4165,9
127.2190,8.1360,9
127.2288,7.5849,9
127.2340,7.2920,9
127.2500,6.4470,9
127.4590,5.8970,9
127.4980,5.4740,9
127.8360,5.2240,9
128.1510,4.7630,9
128.3870,4.3350,9
128.6840,3.7000,9
128.9980,3.1140,9
129.2170,2.6710,9
129.2460,1.9280,9
129.2174,1.3984,9
141.8830,34.2130,10
141.8703,33.8174,10
141.9179,33.5437,10
142.0131,33.2699,10
142.0310,33.0022,10
142.0250,32.5559,10
142.0990,31.9830,10
142.1590,31.3150,10
142.2047,30.8900,10
142.3106,30.4853,10
142.4730,30.1280,10
142.5810,29.5682,10
142.8242,28.9791,10
143.1237,28.4804,10
143.2727,27.9723,10
143.2750,27.4659,10
143.2600,26.7370,10
143.2310,26.3290,10
143.1556,25.6181,10
143.2151,24.9279,10
143.3341,24.6720,10
143.5220,24.3910,10
143.5220,24.3910,10
144.0302,23.7914,10
144.7060,23.2500,10
145.2920,22.7120,10
146.0620,22.2010,10
146.5450,21.7300,10
146.8220,21.3310,10
147.0190,20.8050,10
147.2070,20.3030,10
147.4600,19.7450,10
147.6190,19.1720,10
147.7550,18.6446,10
147.8110,18.0600,10
147.8383,17.2761,10
147.7870,16.5230,10
147.7074,15.8480,10
147.6269,15.4763,10
147.4620,14.9660,10
147.2010,14.2160,10
146.8772,13.6008,10
146.5769,13.2657,10
146.2210,13.0020,10
145.6910,12.6470,10
145.4313,12.3941,10
145.2262,12.2720,10
144.8882,12.1434,10
144.6190,12.0210,10
144.2279,11.8836,10
143.8962,11.6718,10
143.4888,11.5223,10
143.4888,11.5163,10
143.1199,11.4568,10
143.1080,11.4449,10
142.8891,11.3899,10
142.6780,11.3632,10
142.2766,11.3171,10
141.9320,11.2678,10
141.6258,11.1257,10
141.0864,10.9460,10
140.5732,10.8737,10
140.1000,10.9460,10
139.7519,10.8956,10
139.4564,10.9173,10
139.2404,11.1058,10
139.0916,11.1355,10
138.9800,11.0964,10
138.8715,10.9451,10
138.7558,10.6206,10
138.5978,9.9574,10
138.4312,9.3743,10
133.9890,6.3330,10
134.2690,6.6100,10
134.5569,6.9096,10
135.2353,6.9141,10
135.3807,6.9051,10
135.5176,6.9105,10
135.9137,6.9701,10
136.2340,7.2490,10
136.4826,7.2861,10
136.7937,7.3424,10
137.0016,7.4037,10
137.1851,7.5470,10
137.4868,7.7886,10
137.6682,7.9909,10
137.8378,8.2675,10
138.0044,8.5353,10
138.3554,9.1599,10
138.4268,9.3503,10
65.0280,24.3820,11
64.6510,24.0380,11
64.2750,23.6940,11
63.6310,23.2010,11
62.8770,22.6830,11
62.5020,22.3850,11
62.1320,22.0830,11
62.1320,22.0830,11
62.0960,21.4250,11
62.0960,21.4250,11
61.8480,21.1260,11
61.4920,20.6440,11
61.2300,20.2300,11
60.9700,19.8130,11
59.9090,15.5720,11
59.9640,16.1420,11
60.0200,16.7130,11
60.0620,17.4580,11
60.2150,18.2400,11
60.4560,18.7980,11
60.7120,19.3060,11
60.9700,19.8130,11
59.4100,14.8950,11
59.6420,15.2420,11
59.9090,15.5720,11
59.0340,15.0880,11
59.4100,14.8950,11
58.5890,14.6460,11
59.0340,15.0880,11
58.2130,14.9160,11
58.5890,14.6460,11
57.9840,14.5990,11
58.2130,14.9160,11
56.2650,14.6230,11
57.0010,14.6600,11
57.4760,14.6620,11
57.9840,14.5990,11
-108.0100,22.9860,12
-108.2320,22.7120,12
-108.2730,22.6130,12
-108.4070,22.4400,12
-108.5270,22.2770,12
-108.5160,22.2010,12
-108.5890,22.1020,12
-108.6760,21.9600,12
-108.6760,21.9600,12
-108.5820,21.9050,12
-108.9770,21.3470,12
-108.9360,21.4510,12
-108.8680,21.5360,12
-108.7840,21.6430,12
-108.6690,21.7740,12
-108.5820,21.9050,12
-108.8090,21.2530,12
-108.9770,21.3470,12
-109.2850,20.5580,12
-109.2610,20.6430,12
-109.1940,20.7390,12
-109.1110,20.8240,12
-109.0130,20.9490,12
-108.9150,21.0680,12
-108.8090,21.2530,12
-109.1870,20.5000,12
-109.2850,20.5580,12
-109.4500,20.0270,12
-109.3730,20.1420,12
-109.3780,20.1760,12
-109.3190,20.2420,12
-109.2150,20.3970,12
-109.1870,20.5000,12
-108.9030,19.6250,12
-109.1600,19.8060,12
-109.4500,20.0270,12
-108.8960,19.5500,12
-108.9030,19.6250,12
-108.1980,19.2230,12
-108.5340,19.3840,12
-108.8960,19.5500,12
-108.2330,19.1070,12
-108.1980,19.2230,12
-106.2440,18.5200,12
-106.5270,18.5440,12
-106.7560,18.5900,12
-107.0020,18.6470,12
-107.2720,18.7560,12
-107.5230,18.8630,12
-107.8160,18.9360,12
-108.2330,19.1070,12
-106.3080,17.9290,12
-106.3180,18.0160,12
-106.3110,18.1200,12
-106.2810,18.2810,12
-106.2440,18.5200,12
-105.5860,17.8810,12
-106.3080,17.9290,12
-104.6900,15.2740,12
-105.3200,15.1080,12
-105.3200,15.1080,12
-105.3570,15.5580,12
-105.3980,16.2600,12
-105.3670,17.0310,12
-105.3990,17.7680,12
-105.5860,17.8810,12
-103.7720,11.8900,12
-103.9270,12.5870,12
-104.1810,13.3280,12
-104.4370,14.0700,12
-104.5630,14.6720,12
-104.6900,15.2740,12
-103.8750,11.8720,12
-103.7720,11.8900,12
-103.5980,10.1230,12
-103.6280,10.2750,12
-103.7390,10.9370,12
