longitude,latitude,fault
-27.5640,47.6510,0
-27.4630,47.6580,0
-27.7600,48.5850,0
-27.7490,48.5170,0
-27.7310,48.4210,0
-27.7120,48.3250,0
-27.7040,48.2050,0
-27.6540,48.0900,0
-27.6350,47.9940,0
-27.6220,47.8860,0
-27.5900,47.7750,0
-27.5640,47.6510,0
-27.4630,47.6580,0
-27.4480,47.6020,0
-27.4430,47.5220,0
-27.4640,47.4730,0
-27.4580,47.3930,0
-27.4610,47.3410,0
-27.4740,47.2640,0
-27.4410,47.2050,0
-27.3820,47.1140,0
-27.3340,46.9990,0
-27.3470,46.9220,0
-27.3770,46.8490,0
-27.3780,46.7570,0
-27.3780,46.7570,0
-27.4360,46.7550,0
-27.4360,46.7550,0
-27.4440,46.6910,0
-27.4460,46.6380,0
-27.4720,46.4850,0
-27.4870,46.3560,0
-27.4890,46.3040,0
-27.5120,46.2030,0
-27.5120,46.2030,0
-27.5650,46.2130,0
-27.5650,46.2130,0
-27.5720,46.1490,0
-27.5850,46.0720,0
-27.6020,45.9830,0
-27.6020,45.9830,0
-27.6770,45.9850,0
-27.6770,45.9850,0
-27.6970,45.9360,0
-27.6990,45.8830,0
-27.6990,45.8830,0
-27.7390,45.8780,0
-27.7390,45.8780,0
-27.7590,45.8290,0
-27.7730,45.7000,0
-27.7950,45.5990,0
-27.8250,45.5260,0
-27.8250,45.5260,0
-27.8770,45.5360,0
-27.8770,45.5360,0
-27.8640,45.5210,0
-27.8620,45.4800,0
-27.8710,45.4560,0
-27.8710,45.4560,0
-27.9240,45.4660,0
-27.9240,45.4660,0
-27.9380,45.4300,0
-27.9350,45.3900,0
-27.9370,45.3370,0
-27.9370,45.3370,0
-27.9720,45.3440,0
-27.9720,45.3440,0
-27.9790,45.2800,0
-27.9860,45.2150,0
-27.9880,45.1630,0
-27.9940,45.0980,0
-27.9940,45.0980,0
-28.0760,45.1270,0
-28.0760,45.1270,0
-28.1000,45.0660,0
-28.1150,45.0300,0
-28.1390,44.9680,0
-28.1570,44.9200,0
-28.1570,44.9200,0
-28.1060,44.9090,0
-28.1060,44.9090,0
-28.1420,44.8640,0
-28.1440,44.8120,0
-28.1680,44.7500,0
-28.2150,44.6280,0
-28.2570,44.5180,0
-28.2820,44.4050,0
-28.3200,44.3070,0
-28.3670,44.1840,0
-28.3670,44.1840,0
-28.4350,44.1980,0
-28.4350,44.1980,0
-28.4360,44.1450,0
-28.4550,44.0960,0
-28.4830,44.0230,0
-28.4810,43.9310,0
-28.5130,43.8450,0
-28.5240,43.7680,0
-28.5240,43.7680,0
-28.7960,43.7680,0
-28.7960,43.7680,0
-28.8400,43.6980,0
-28.8850,43.6280,0
-28.9340,43.4930,0
-29.0080,43.3890,0
-29.0910,43.2080,0
-29.1740,43.0800,0
-29.1740,43.0800,0
-29.3170,43.0810,0
-29.3170,43.0810,0
-29.3170,43.0280,0
-29.3270,42.9510,0
-29.3490,42.8380,0
-29.3720,42.7240,0
-29.3720,42.7240,0
-29.3210,42.7150,0
-29.3210,42.7150,0
-29.3180,42.6740,0
-29.3390,42.6130,0
-29.3700,42.5270,0
-29.3920,42.4130,0
-29.4350,42.2910,0
-29.4350,42.2910,0
-29.2230,42.2890,0
-29.2230,42.2890,0
-29.2230,42.2370,0
-29.2450,42.1750,0
-29.2420,42.0830,0
-29.2610,41.9290,0
-29.2610,41.9290,0
-29.1620,41.9100,0
-29.1620,41.9100,0
-29.2000,41.8000,0
-29.2060,41.6830,0
-29.2450,41.5200,0
-29.2920,41.3850,0
-29.3220,41.2470,0
-29.3220,41.2470,0
-29.2290,41.2150,0
-29.2290,41.2150,0
-29.2420,41.1260,0
-29.2560,40.9850,0
-29.2780,40.8710,0
-29.3000,40.7050,0
-29.3460,40.5700,0
-29.3460,40.5700,0
-29.5600,40.5990,0
-29.5600,40.5990,0
-29.5770,40.5490,0
-29.5690,40.4700,0
-29.5980,40.3830,0
-29.6310,40.2850,0
-29.6400,40.2080,0
-29.6560,40.1070,0
-29.6560,40.1070,0
-29.5880,40.1060,0
-29.5880,40.1060,0
-29.5800,40.0790,0
-29.6130,40.0330,0
-29.6090,39.9930,0
-29.7700,39.4000,0
138.6740,35.0340,0
138.4210,35.3600,0
138.2590,35.7340,0
138.1210,36.0270,0
137.8940,36.3110,0
137.8540,36.6000,0
137.9020,37.1840,0
137.8890,37.8560,0
137.8480,38.4850,0
137.7740,38.9820,0
137.8450,39.4040,0
138.0850,39.6590,0
138.3520,39.8320,0
138.6550,40.0720,0
138.6550,40.4740,0
138.7560,40.7820,0
138.4750,41.1030,0
138.4890,41.4820,0
138.7430,41.7690,0
138.8240,41.9950,0
138.8110,42.7660,0
138.8010,43.1920,0
138.5630,43.9390,0
138.5770,44.2950,0
138.8500,44.8110,0
139.0380,45.4120,0
139.1580,45.9470,0
139.3700,46.2240,0
139.9380,46.5160,0
140.5530,46.9560,0
141.1780,47.3920,0
142.0230,48.0510,0
142.8780,48.7040,0
142.7610,49.2410,0
142.6410,49.7780,0
142.5210,50.3180,0
142.3980,50.8570,0
142.5410,51.7000,0
142.6920,52.5420,0
142.7840,53.0420,0
142.8490,53.3840,0
142.4090,54.0350,0
142.1790,54.5740,0
141.9430,55.1120,0
141.7000,55.6500,0
141.4510,56.1880,0
141.5350,56.6580,0
141.6210,57.1280,0
141.7090,57.5980,0
141.8000,58.0690,0
141.8930,58.5390,0
141.9880,59.0090,0
142.0860,59.4790,0
142.1870,59.9480,0
142.9430,60.2820,0
143.7150,60.6110,0
144.5020,60.9350,0
145.3060,61.2550,0
146.1260,61.5700,0
146.9630,61.8800,0
146.4990,62.7340,0
146.0080,63.5870,0
145.4870,64.4380,0
144.9320,65.2860,0
144.3440,65.8030,0
143.7310,66.3180,0
142.5030,66.6540,0
141.2420,66.9790,0
-137.1070,58.4380,1
-137.8190,58.9250,1
-138.3530,59.3360,1
-138.8600,59.7620,1
-139.3644,60.0607,1
-139.4712,60.1203,1
-140.0426,60.3475,1
-140.1332,60.3733,1
-140.2246,60.3741,1
-140.9087,60.3229,1
-141.0686,60.3170,1
-141.2172,60.3351,1
-141.5980,60.4010,1
-142.2786,60.4553,1
-142.3993,60.4540,1
-142.5380,60.4284,1
-143.3320,60.2060,1
-144.2879,59.9139,1
-144.6826,59.7326,1
-145.0820,59.4978,1
-145.6088,59.2289,1
165.7805,54.6493,1
165.4070,54.8045,1
164.8706,54.9812,1
164.0660,55.2090,1
166.5181,54.3259,1
165.7901,54.6438,1
168.1560,53.5745,1
167.4184,53.9208,1
166.5085,54.3203,1
168.8839,53.2540,1
168.1560,53.5859,1
-133.4260,53.9240,1
-133.8400,54.3770,1
-134.1510,54.8120,1
-134.6690,55.3170,1
-135.1800,55.8190,1
-135.4290,56.1020,1
-135.9030,56.6210,1
-136.2090,57.1180,1
-136.5220,57.6340,1
-136.8950,58.0900,1
-137.1070,58.4380,1
-131.5920,52.2590,1
-132.1690,52.6970,1
-132.7140,53.1270,1
-131.1770,51.8860,1
-131.5920,52.2590,1
-130.8500,51.6120,1
-131.1770,51.8860,1
180.0000,50.3992,1
179.9758,50.4005,1
180.0000,50.4168,1
179.9662,50.4188,1
180.0000,50.4249,1
179.9854,50.4250,1
-145.5800,59.2289,1
-145.7908,59.1010,1
-146.1452,58.8587,1
-146.4062,58.6441,1
-146.7390,58.3488,1
-147.0360,58.0961,1
-147.4191,57.8416,1
-147.8022,57.5956,1
-148.1758,57.3738,1
-148.7505,57.1142,1
-149.1528,56.9470,1
-149.6030,56.7844,1
-150.0810,56.6230,1
-150.5470,56.4990,1
-151.2180,56.3090,1
-152.0072,56.0250,1
-152.4286,55.8529,1
-153.2332,55.5120,1
-154.0091,55.1955,1
-154.5326,54.9945,1
-154.8540,54.8390,1
-155.2745,54.6016,1
-155.5925,54.4938,1
-156.0782,54.3702,1
-156.8731,54.2307,1
-157.9363,54.0281,1
-159.2294,53.7679,1
-159.9286,53.6314,1
-160.8002,53.5174,1
-161.5952,53.3916,1
-162.3328,53.2310,1
-163.0991,53.0582,1
-163.7791,52.8848,1
-164.3921,52.6931,1
-165.1393,52.5007,1
-165.9439,52.2897,1
-166.7963,52.1014,1
-167.8787,51.8351,1
-168.8174,51.5971,1
-169.2772,51.4657,1
-170.0147,51.2739,1
-170.8001,51.1294,1
-171.6335,51.0087,1
-172.4093,50.9059,1
-173.1564,50.8150,1
-174.0472,50.7117,1
-174.8039,50.6386,1
-175.4840,50.5899,1
-176.1066,50.5044,1
-176.9112,50.4494,1
-177.3518,50.4066,1
-178.0127,50.3821,1
-178.5204,50.3699,1
-178.9993,50.3699,1
-179.4399,50.3699,1
-180.0000,50.3992,1
179.9950,50.4005,1
179.4681,50.4250,1
178.7593,50.4861,1
178.2708,50.5350,1
177.6961,50.6326,1
177.2459,50.7056,1
176.6712,50.8271,1
175.9624,50.9483,1
175.3494,51.0872,1
174.9758,51.1656,1
174.2287,51.3399,1
172.9640,51.6840,1
171.8628,52.0601,1
170.7000,52.4980,1
169.7747,52.8848,1
168.8744,53.2540,1
-179.9955,50.4127,1
-180.0000,50.4129,1
164.0660,55.2090,1
163.7414,54.7737,1
163.4488,54.3158,1
163.0202,53.7250,1
162.4903,53.1447,1
162.2275,52.8305,1
161.8799,52.5139,1
161.4532,52.1054,1
160.7449,51.5387,1
159.9366,50.7970,1
159.4470,50.3663,1
159.0376,49.9833,1
158.7261,49.7648,1
158.2811,49.4292,1
157.6758,49.0913,1
157.0240,48.6590,1
156.3530,48.1830,1
155.7420,47.7250,1
155.1410,47.2630,1
154.6640,46.8530,1
154.1950,46.4400,1
153.5280,45.8970,1
152.9730,45.4930,1
152.2999,45.1152,1
151.4190,44.7040,1
150.8770,44.4470,1
150.3390,44.1870,1
149.3236,43.6563,1
148.4809,43.1055,1
147.5646,42.5462,1
146.9815,42.2130,1
146.4519,41.9690,1
145.8760,41.7347,1
145.5012,41.5532,1
145.0967,41.2944,1
144.7388,40.9856,1
144.5929,40.7835,1
144.4790,40.5490,1
144.3990,40.3670,1
144.3280,40.2030,1
144.2830,40.0670,1
144.2540,39.9280,1
144.2250,39.7670,1
144.2360,39.5570,1
144.2030,39.3740,1
144.1611,39.1308,1
144.1314,38.8988,1
144.0808,38.6884,1
144.0421,38.5131,1
144.0154,38.3448,1
143.9888,38.1765,1
143.9469,37.9408,1
143.8430,37.7100,1
143.7430,37.4790,1
143.6370,37.2900,1
143.5180,37.0590,1
143.4080,36.8600,1
143.2627,36.6734,1
143.1377,36.5425,1
143.0009,36.3938,1
142.8870,36.2640,1
142.7807,36.1557,1
142.6810,36.0640,1
142.6060,36.0010,1
142.5308,35.8582,1
142.4475,35.6857,1
142.3250,35.5030,1
142.2210,35.3330,1
142.1700,35.2170,1
142.0905,35.0490,1
142.0290,34.8890,1
141.9920,34.6660,1
141.8830,34.2130,1
-114.4390,31.0970,1
-114.3300,31.1940,1
-114.1180,31.3560,1
-113.8070,30.3130,1
-113.9860,30.5130,1
-114.1290,30.6800,1
-114.3030,30.9120,1
-114.4390,31.0970,1
-114.0410,30.1210,1
-113.8070,30.3130,1
-113.9090,29.9820,1
-114.0410,30.1210,1
-113.7580,29.8340,1
-113.9090,29.9820,1
-113.8700,29.7300,1
-113.7580,29.8340,1
-113.9690,29.6460,1
-113.8700,29.7300,1
-113.2810,29.0080,1
-113.5210,29.2050,1
-113.7750,29.4400,1
-113.9690,29.6460,1
-113.3390,28.9500,1
-113.2810,29.0080,1
-112.3210,28.1250,1
-112.5890,28.3220,1
-112.8120,28.4990,1
-113.0870,28.7150,1
-113.3390,28.9500,1
-111.3820,27.4970,1
-111.5060,27.5700,1
-111.7110,27.6940,1
-112.0150,27.9060,1
-112.3210,28.1250,1
-111.5690,27.2150,1
-111.3820,27.4970,1
-111.3730,27.1050,1
-111.5690,27.2150,1
-111.5060,26.9270,1
-111.3730,27.1050,1
-110.6800,26.3610,1
-110.7580,26.4160,1
-110.9570,26.5350,1
-111.2280,26.7230,1
-111.5060,26.9270,1
-110.7780,26.2250,1
-110.6800,26.3610,1
-109.8060,25.5570,1
-109.8720,25.6070,1
-110.0240,25.7060,1
-110.2910,25.8890,1
-110.5720,26.0660,1
-110.7780,26.2250,1
-110.0070,25.3390,1
-109.8060,25.5570,1
-109.0620,24.6580,1
-109.1780,24.7350,1
-109.3500,24.8570,1
-109.5910,25.0160,1
-109.7880,25.1800,1
-110.0070,25.3390,1
-109.2760,24.3960,1
-109.0620,24.6580,1
-108.3570,23.6140,1
-108.4390,23.6740,1
-108.6100,23.8140,1
-108.8060,23.9840,1
-109.0020,24.1520,1
-109.2760,24.3960,1
-108.6510,23.2410,1
-108.3570,23.6140,1
-108.0100,22.9860,1
-108.3880,23.0820,1
-108.6510,23.2410,1
-119.4055,34.9444,1
-119.5606,35.0489,1
-119.7068,35.1607,1
-119.8660,35.3142,1
-119.9703,35.4139,1
-120.3000,35.7520,1
-120.5609,36.0026,1
-120.8724,36.2939,1
-121.2890,36.6829,1
-121.4967,36.8176,1
-121.5645,36.8701,1
-121.6520,36.9260,1
-121.8120,37.0530,1
-121.9070,37.1040,1
-122.0036,37.1762,1
-122.1400,37.2970,1
-122.2100,37.3670,1
-122.2830,37.4380,1
-122.3001,37.4584,1
-122.4981,37.6948,1
-122.5414,37.7466,1
-122.5741,37.7856,1
-122.7224,37.9617,1
-122.9170,38.1810,1
-123.0419,38.3290,1
-123.1144,38.4080,1
-123.4225,38.7245,1
-123.7894,39.1014,1
-123.8407,39.1706,1
-123.8726,39.2589,1
-123.9224,39.3965,1
-123.9706,39.5792,1
-123.9953,39.6730,1
-124.0067,39.9135,1
-124.0490,40.0259,1
-124.0635,40.0506,1
-124.1381,40.0965,1
-124.2803,40.1756,1
-124.3600,40.2199,1
-124.4032,40.2440,1
-124.5589,40.3119,1
-124.6960,40.3717,1
-124.7831,40.3753,1
-116.4753,33.9235,1
-116.4805,33.9246,1
-116.7748,33.9878,1
-117.2382,34.1547,1
-117.4982,34.2895,1
-117.7364,34.3986,1
-118.1039,34.5478,1
-118.4008,34.6583,1
-118.5491,34.7101,1
-118.8816,34.8064,1
-119.2100,34.8639,1
-119.3612,34.9152,1
-119.3629,34.9157,1
-119.4055,34.9444,1
-115.7136,33.3515,1
